run_id,timestamp,bench,device,test_name,signal,value,lower_bound,upper_bound,duration_ms,temperature_c,supply_v
R0063,2026-08-28T08:45:09.003612+00:00,hil-bench-b,dut-4,pll_lock_time,lock_ms,4.682675,0.0,8.0,32.762,25.0,3.3
R0063,2026-08-28T08:45:09.003612+00:00,hil-bench-b,dut-4,spi_high_level,voh,3.147905,2.6,3.45,11.756,25.0,3.3
R0064,2026-08-28T09:45:09.003612+00:00,hil-bench-a,dut-1,adc_reference,vref,3.297847,3.2,3.4,21.163,25.0,3.3
R0064,2026-08-28T09:45:09.003612+00:00,hil-bench-a,dut-1,pll_lock_time,lock_ms,4.624019,0.0,8.0,37.673,25.0,3.3
R0064,2026-08-28T09:45:09.003612+00:00,hil-bench-a,dut-1,spi_high_level,voh,3.078698,2.6,3.45,21.591,25.0,3.3
R0065,2026-08-28T10:45:09.003612+00:00,hil-bench-b,dut-2,adc_reference,vref,3.312808,3.2,3.4,23.343,125.0,3.3
R0065,2026-08-28T10:45:09.003612+00:00,hil-bench-b,dut-2,pll_lock_time,lock_ms,5.275626,0.0,8.0,40.615,125.0,3.3
R0065,2026-08-28T10:45:09.003612+00:00,hil-bench-b,dut-2,spi_high_level,voh,3.053448,2.6,3.45,23.82,125.0,3.3
R0066,2026-08-28T11:45:09.003612+00:00,hil-bench-a,dut-3,adc_reference,vref,3.360118,3.2,3.4,16.553,85.0,3.3
R0066,2026-08-28T11:45:09.003612+00:00,hil-bench-a,dut-3,pll_lock_time,lock_ms,3.788271,0.0,8.0,33.206,85.0,3.3
R0066,2026-08-28T11:45:09.003612+00:00,hil-bench-a,dut-3,spi_high_level,voh,3.14714,2.6,3.45,11.737,85.0,3.3
R0067,2026-08-28T12:45:09.003612+00:00,hil-bench-b,dut-4,adc_reference,vref,3.328695,3.2,3.4,8.423,25.0,3.3
R0067,2026-08-28T12:45:09.003612+00:00,hil-bench-b,dut-4,pll_lock_time,lock_ms,3.888732,0.0,8.0,28.254,25.0,3.3
R0067,2026-08-28T12:45:09.003612+00:00,hil-bench-b,dut-4,spi_high_level,voh,3.070426,2.6,3.45,18.991,25.0,3.3
R0068,2026-08-28T13:45:09.003612+00:00,hil-bench-a,dut-1,adc_reference,vref,3.29602,3.2,3.4,18.814,25.0,3.3
R0068,2026-08-28T13:45:09.003612+00:00,hil-bench-a,dut-1,pll_lock_time,lock_ms,3.744452,0.0,8.0,37.827,25.0,3.3
R0068,2026-08-28T13:45:09.003612+00:00,hil-bench-a,dut-1,spi_high_level,voh,3.15976,2.6,3.45,19.54,25.0,3.3
R0069,2026-08-28T14:45:09.003612+00:00,hil-bench-b,dut-2,adc_reference,vref,3.350877,3.2,3.4,17.652,25.0,3.3
R0069,2026-08-28T14:45:09.003612+00:00,hil-bench-b,dut-2,pll_lock_time,lock_ms,4.200396,0.0,8.0,31.986,25.0,3.3
R0069,2026-08-28T14:45:09.003612+00:00,hil-bench-b,dut-2,spi_high_level,voh,3.058064,2.6,3.45,13.022,25.0,3.3
R0070,2026-08-28T15:45:09.003612+00:00,hil-bench-a,dut-3,adc_reference,vref,3.27778,3.2,3.4,17.717,25.0,3.3
R0070,2026-08-28T15:45:09.003612+00:00,hil-bench-a,dut-3,pll_lock_time,lock_ms,4.617292,0.0,8.0,35.205,25.0,3.3
R0070,2026-08-28T15:45:09.003612+00:00,hil-bench-a,dut-3,spi_high_level,voh,3.074068,2.6,3.45,21.601,25.0,3.3
R0071,2026-08-28T16:45:09.003612+00:00,hil-bench-b,dut-4,adc_reference,vref,3.268677,3.2,3.4,20.194,25.0,3.0
R0071,2026-08-28T16:45:09.003612+00:00,hil-bench-b,dut-4,pll_lock_time,lock_ms,4.942183,0.0,8.0,29.207,25.0,3.0
R0071,2026-08-28T16:45:09.003612+00:00,hil-bench-b,dut-4,spi_high_level,voh,2.905921,2.6,3.45,19.048,25.0,3.0
R0072,2026-08-28T17:45:09.003612+00:00,hil-bench-a,dut-1,adc_reference,vref,3.284629,3.2,3.4,23.345,85.0,3.3
R0072,2026-08-28T17:45:09.003612+00:00,hil-bench-a,dut-1,pll_lock_time,lock_ms,5.211167,0.0,8.0,33.99,85.0,3.3
R0072,2026-08-28T17:45:09.003612+00:00,hil-bench-a,dut-1,spi_high_level,voh,3.141807,2.6,3.45,8.36,85.0,3.3
R0073,2026-08-28T18:45:09.003612+00:00,hil-bench-b,dut-2,adc_reference,vref,3.308197,3.2,3.4,20.858,125.0,3.3
R0073,2026-08-28T18:45:09.003612+00:00,hil-bench-b,dut-2,pll_lock_time,lock_ms,6.698243,0.0,8.0,30.294,125.0,3.3
R0073,2026-08-28T18:45:09.003612+00:00,hil-bench-b,dut-2,spi_high_level,voh,3.029752,2.6,3.45,18.942,125.0,3.3
R0074,2026-08-28T19:45:09.003612+00:00,hil-bench-a,dut-3,adc_reference,vref,3.356226,3.2,3.4,25.285,125.0,3.6
R0074,2026-08-28T19:45:09.003612+00:00,hil-bench-a,dut-3,pll_lock_time,lock_ms,3.906357,0.0,8.0,29.876,125.0,3.6
R0074,2026-08-28T19:45:09.003612+00:00,hil-bench-a,dut-3,spi_high_level,voh,3.264584,2.6,3.45,15.918,125.0,3.6
R0075,2026-08-28T20:45:09.003612+00:00,hil-bench-b,dut-4,adc_reference,vref,3.290626,3.2,3.4,20.062,125.0,3.3
R0075,2026-08-28T20:45:09.003612+00:00,hil-bench-b,dut-4,pll_lock_time,lock_ms,5.0246,0.0,8.0,40.098,125.0,3.3
R0075,2026-08-28T20:45:09.003612+00:00,hil-bench-b,dut-4,spi_high_level,voh,3.042345,2.6,3.45,15.454,125.0,3.3
R0076,2026-08-28T21:45:09.003612+00:00,hil-bench-a,dut-1,adc_reference,vref,3.361202,3.2,3.4,11.258,125.0,3.6
R0076,2026-08-28T21:45:09.003612+00:00,hil-bench-a,dut-1,pll_lock_time,lock_ms,5.329722,0.0,8.0,30.863,125.0,3.6
R0076,2026-08-28T21:45:09.003612+00:00,hil-bench-a,dut-1,spi_high_level,voh,3.304117,2.6,3.45,12.305,125.0,3.6
R0077,2026-08-28T22:45:09.003612+00:00,hil-bench-b,dut-2,adc_reference,vref,3.303934,3.2,3.4,20.855,85.0,3.6
R0077,2026-08-28T22:45:09.003612+00:00,hil-bench-b,dut-2,pll_lock_time,lock_ms,4.137069,0.0,8.0,32.544,85.0,3.6
R0077,2026-08-28T22:45:09.003612+00:00,hil-bench-b,dut-2,spi_high_level,voh,3.417071,2.6,3.45,16.237,85.0,3.6
R0078,2026-08-28T23:45:09.003612+00:00,hil-bench-a,dut-3,adc_reference,vref,3.261758,3.2,3.4,19.885,-40.0,3.3
R0078,2026-08-28T23:45:09.003612+00:00,hil-bench-a,dut-3,pll_lock_time,lock_ms,4.053256,0.0,8.0,33.353,-40.0,3.3
R0078,2026-08-28T23:45:09.003612+00:00,hil-bench-a,dut-3,spi_high_level,voh,3.201759,2.6,3.45,13.838,-40.0,3.3
R0079,2026-08-29T00:45:09.003612+00:00,hil-bench-b,dut-4,adc_reference,vref,3.384733,3.2,3.4,16.379,85.0,3.3
R0079,2026-08-29T00:45:09.003612+00:00,hil-bench-b,dut-4,pll_lock_time,lock_ms,3.141055,0.0,8.0,33.758,85.0,3.3
R0079,2026-08-29T00:45:09.003612+00:00,hil-bench-b,dut-4,spi_high_level,voh,3.102827,2.6,3.45,17.24,85.0,3.3
